catalog_id,name,category,origin,target_class,promotion_status,authority,next_requirement
foundations-logic-and-mathematical-knowledge-type-theory,type theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-dependent-type-theory,dependent type theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-homotopy-type-theory,homotopy type theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-proof-theory,proof theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-model-theory,model theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-finite-model-theory,finite model theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-computability-theory,computability theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-recursion-theory,recursion theory,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-constructive-mathematics,constructive mathematics,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-reverse-mathematics,reverse mathematics,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-nonstandard-analysis,nonstandard analysis,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-formal-theorem-proving,formal theorem proving,"foundations, logic, and mathematical knowledge",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-mathematical-knowledge-management,mathematical knowledge management,"foundations, logic, and mathematical knowledge",wave16-gap,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-mathematical-modeling,mathematical modeling,"foundations, logic, and mathematical knowledge",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
foundations-logic-and-mathematical-knowledge-simulation-theory,simulation theory,"foundations, logic, and mathematical knowledge",thread-derived,unclassified-review,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-elementary-discrete-mathematics,elementary discrete mathematics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-enumerative-combinatorics,enumerative combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-algebraic-combinatorics,algebraic combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-extremal-combinatorics,extremal combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-probabilistic-combinatorics,probabilistic combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-additive-combinatorics,additive combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-analytic-combinatorics,analytic combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-bijective-combinatorics,bijective combinatorics,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-design-theory,design theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-matroid-theory,matroid theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-graph-theory,graph theory,discrete mathematics and combinatorics,thread-derived,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-hypergraph-theory,hypergraph theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-spectral-graph-theory,spectral graph theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-topological-graph-theory,topological graph theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-geometric-graph-theory,geometric graph theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-random-graph-theory,random graph theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-network-science,network science,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-ramsey-theory,Ramsey theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-order-theory,order theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-lattice-theory,lattice theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-discrete-geometry,discrete geometry,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-finite-geometry,finite geometry,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-combinatorial-geometry,combinatorial geometry,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-tiling-theory,tiling theory,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
discrete-mathematics-and-combinatorics-packing-and-covering,packing and covering,discrete mathematics and combinatorics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
